"talent","attractiveness","fame","is_famous"
0.888,-0.818,0.899,0
1.175,2.486,7.788,1
-0.075,0.597,2.044,0
-0.129,0.116,-0.304,0
0.519,-0.128,1.309,0
0.615,0.303,1.851,0
0.538,-1.568,-2.637,0
-0.784,0.433,-0.334,0
1.283,1.233,5.501,1
-2.349,0.577,-5.268,0
0.826,-0.367,2.292,0
-1.03,0.288,-1.171,0
0.334,0.632,1.155,0
-0.587,1.473,2.332,0
0.431,-1.715,-2.783,0
-0.045,-1.089,-2.675,0
-0.286,0.008,-0.929,0
0.849,-0.993,-0.181,0
1.262,0.13,2.014,0
0.102,-1.085,-1.932,0
-0.954,-0.298,-2.307,0
0.025,-1.094,-1.511,0
-2.791,-1.493,-8.025,0
-0.83,0.14,-1.364,0
0.78,-0.978,0.235,0
1.299,1.946,5.43,1
-0.166,-0.012,0.623,0
0.117,0.665,1.002,0
0.607,-0.443,0.761,0
-0.496,1.279,-0.847,0
0.738,1.038,4.437,1
0.755,0.381,2.621,1
2.802,-1.678,2.863,1
0.38,-1.126,-0.478,0
-0.526,0.227,-1.258,0
0.78,0.18,0.955,0
-0.249,0.001,-0.153,0
-0.781,1.359,1.398,0
-1.803,1.244,-0.297,0
-0.607,-0.929,-3.103,0
-0.184,-0.505,-1.085,0
-0.937,0.475,-0.972,0
-1.79,0.348,-3.516,0
0.234,-2.057,-3.003,0
0.059,-1.116,-1.702,0
1.151,0.473,2.533,0
1.66,1.26,6.306,1
0.792,0.535,2.688,1
0.086,-2.305,-3.703,0
-0.053,-0.595,-1.854,0
-0.581,-1.176,-3.064,0
-0.062,-1.084,-2.025,0
-0.19,0.094,-1.422,0
0.461,-0.878,-1.372,0
-0.777,-0.832,-5.562,0
-0.703,1.322,2.98,1
0.686,1.928,3.651,1
0.03,-0.656,-1.226,0
-0.786,1.264,2.48,0
0.629,0.872,2.29,0
-0.591,0.383,-0.672,0
-0.409,-1.474,-3.83,0
0.442,-0.402,0.664,0
1.855,-1.777,0.865,0
-2.58,0.337,-4.106,0
0.715,-0.002,-0.088,0
0.812,-0.389,0.605,0
1.932,0.967,5.651,1
0.57,-0.963,-0.722,0
-0.836,0.021,-3.307,0
0.728,0.662,4.493,1
-0.375,-1.257,-4.788,0
-0.401,-0.29,-2.134,0
-0.05,-0.847,-3.363,0
1.111,-1.321,-0.054,0
-0.402,-0.794,-4.109,0
-1.425,0.988,-1.232,0
-0.445,-1.887,-2.166,0
-1.678,-0.19,-3.334,0
-0.025,-0.167,0.115,0
1.038,-1.153,-0.966,0
-2.075,-0.116,-3.08,0
1.24,-0.863,1.882,0
-0.341,-1.392,-4.053,0
-0.186,0.832,1.546,0
0.666,-0.044,1.178,0
1.045,-0.314,2.796,1
-0.802,-0.16,-2.121,0
-0.294,-1.413,-2.419,0
1.038,-1.372,-1.496,0
-0.188,1.162,2.933,1
0.133,0.524,2.758,1
-0.976,-0.438,-2.22,0
-0.276,1.261,2.677,1
-0.101,0.352,-0.912,0
-0.338,-0.089,-0.357,0
-0.069,0.1,0.343,0
0.241,1.007,2.66,1
-0.746,-0.446,-1.806,0
1.465,1.655,6.027,1
-0.343,-0.268,-1.329,0
0.595,0.268,2.974,1
-0.567,0.773,1.228,0
-0.613,0.762,1.358,0
-1.12,0.435,-0.38,0
-0.797,-0.932,-2.131,0
-0.653,0.343,-0.485,0
0.984,-1.48,0.902,0
-0.494,1.449,2.653,1
-1.111,0.749,1.608,0
-0.123,-0.45,-0.59,0
0.285,-0.009,0.536,0
2.276,0.426,4.917,1
1.118,-1.657,-0.153,0
-0.965,1.015,0.436,0
0.21,-0.632,-1.558,0
0.175,0.733,1.923,0
0.986,0.321,2.459,0
0.091,-0.382,-0.369,0
-1.406,-2.214,-6.558,0
-0.645,0.917,-0.601,0
-1.569,-0.62,-5.61,0
-1.416,-0.22,-1.32,0
1.307,0.535,5.997,1
1.075,-0.147,1.372,0
-0.342,-1.892,-5.055,0
0.47,0.334,2.281,0
0.057,-0.198,-1.365,0
0.128,-0.987,-2.201,0
1.324,0.851,6.534,1
0.046,-1.315,-2.775,0
-0.209,-1.875,-4.769,0
-0.418,-0.456,-0.991,0
0.613,0.935,1.984,0
0.708,-0.445,0.809,0
-0.046,-0.729,-2.303,0
-0.48,-1.842,-5.182,0
-0.249,0.366,-0.401,0
0.226,-1.241,-1.808,0
-0.452,0.417,-0.237,0
0.475,0.382,2.462,0
1.274,-2.387,-2.224,0
0.31,-1.137,-2.073,0
-0.886,-0.681,-4.293,0
0.714,-1.848,-2.431,0
0.188,-1.309,-3.063,0
1.061,0.251,2.565,0
-0.265,0.433,0.603,0
-1.417,1.174,0.074,0
-1.06,0.354,-1.998,0
0.163,0.991,2.392,0
1.062,-0.274,0.761,0
-0.957,-0.176,-3.195,0
0.123,-0.478,-0.413,0
0.971,-0.131,1.027,0
-0.352,0.969,2.42,0
-0.542,1.503,1.446,0
0.492,1.416,5.206,1
-0.57,-0.413,-3.662,0
-1.997,-0.026,-5.285,0
0.561,1.197,3.703,1
-0.183,0.034,0.906,0
-1.16,-0.605,-4.232,0
-0.514,0.025,-1.777,0
-1.633,-0.519,-5.268,0
-1.148,-1.365,-6.332,0
0.432,-0.297,-0.539,0
-0.066,0.817,1.108,0
-0.095,2.427,4.343,1
-0.756,-1.162,-2.855,0
0.282,1.364,3.82,1
0.044,-0.38,-0.276,0
1.759,-0.635,2.011,0
-1.165,-0.265,-2.09,0
0.044,-0.026,0.415,0
0.08,1.364,2.557,0
2.827,-0.987,2.915,1
0.661,-1.499,-1.553,0
0.271,0.673,1.515,0
0.772,0.386,3.016,1
-0.939,0.727,-2.003,0
-0.044,-1.316,-3.736,0
1.114,1.455,5.197,1
0.148,-2.198,-5.056,0
-2.021,-1.261,-6.991,0
0.679,-1.124,-0.748,0
-0.116,-2.13,-6.072,0
-0.988,0.972,-0.393,0
0.915,-1.627,-0.893,0
1.04,-0.006,2.141,0
0.209,0.339,0.702,0
-0.448,-1.585,-3.222,0
0.594,0.277,1.725,0
1.25,0.503,2.958,1
-0.277,0.208,1.509,0
0.434,-0.248,0.037,0
-0.03,-1.925,-5.311,0
1.196,1.603,6.017,1
0.263,0.574,0.688,0
1.878,0.193,3.981,1
0.025,-0.143,-1.963,0
1.299,0.061,2.702,1
0.102,-0.972,-3.768,0
-0.126,-0.74,-0.089,0
-0.355,0.004,0.863,0
-0.276,1.586,3.071,1
-1.461,0.19,-3.784,0
-0.895,-0.379,-2.278,0
0.156,0.205,-0.286,0
-0.633,-1.23,-2.056,0
-0.294,-0.574,-2.691,0
1.471,0.08,3.796,1
0.891,0.908,2.433,0
-1.754,0.309,-3.478,0
1.135,0.756,4.884,1
-1.277,0.223,-2.817,0
0.054,-0.831,-1.86,0
0.72,0.253,3.218,1
-0.922,-0.394,-3.055,0
0.167,-0.454,-0.334,0
0.989,-0.284,2.965,1
-0.037,1.389,2.949,1
2.038,-1.687,1.41,0
0.567,0.959,4.326,1
-0.055,-0.383,-2.756,0
-0.747,1.566,0.944,0
0.065,-0.565,-1.469,0
-0.557,0.163,0.35,0
-0.205,0.828,1.888,0
0.254,-0.144,-0.721,0
1.56,0.506,6.105,1
-0.86,0.815,-0.814,0
0.12,1.021,2.135,0
-1.37,1.242,1.3,0
0.841,-0.292,1.058,0
1.821,0.923,5.199,1
-1.149,-1.192,-5.627,0
-0.465,-0.504,-3.288,0
2.012,0.13,4.148,1
-0.395,0.605,1.356,0
0.502,0.895,3.951,1
0.125,0.517,0.424,0
-0.399,-0.903,-4.088,0
0.049,-1.022,-3.692,0
-1.451,0.345,-4.332,0
1.056,-1.301,-0.356,0
-1.222,-0.876,-2.077,0
-0.453,0.521,0.918,0
0.199,0.632,0.727,0
0.68,-0.287,-0.076,0
-0.413,0.921,0.537,0
-0.386,0.561,1.376,0
-0.968,-0.893,-2.712,0
1.789,-1.452,-0.5,0
0.196,0.957,4.134,1
-0.637,0.699,0.697,0
-1.088,2.222,1.462,0
1.138,-0.594,-0.557,0
0.156,0.483,0.954,0
-0.43,2.412,3.26,1
0.228,-0.27,-0.386,0
1.208,0.492,2.361,0
1.239,-1.964,-1.325,0
-0.139,-0.723,-0.37,0
1.13,0.659,4.66,1
-1.602,-0.247,-2.721,0
-0.815,1.045,0.615,0
0.392,0.335,1.13,0
-0.991,-0.517,-3.918,0
-0.629,-0.736,-4.365,0
-0.819,-0.373,-1.617,0
0.183,0.917,1.567,0
-0.186,0.443,-1.218,0
-0.216,0.767,1.23,0
-0.84,0.328,-0.262,0
0.584,-2.524,-3.115,0
1.022,0.893,4.846,1
0.253,-0.246,-0.472,0
-1.119,-0.187,-2.698,0
0.657,1.633,3.735,1
2,-0.308,2.74,1
-0.447,-2.5,-6.063,0
-0.735,-0.137,-1.23,0
-2.364,-1.694,-7.014,0
-1.152,-1.599,-7.004,0
-0.273,-0.715,-1.204,0
-0.504,0.41,1.291,0
0.504,0.338,3.722,1
-1.585,0.617,-2.198,0
0.189,1.063,3.089,1
-0.453,-0.466,-1.319,0
0.114,-0.267,1.22,0
0.409,0.319,2.75,1
-0.123,1.007,2.212,0
-0.999,-0.839,-1.652,0
-0.127,0.081,0.432,0
1.648,0.713,5.371,1
1.077,0.522,3.067,1
-0.458,-0.062,-1.659,0
-2.676,0.903,-2.843,0
1.672,0.506,4.301,1
-0.907,0.183,-2.573,0
-0.505,-1.19,-4.38,0
-1,0.761,0.576,0
0.299,-0.707,-0.174,0
-1.34,1.493,-1.867,0
1.194,-0.621,1.756,0
-0.254,0.651,1.366,0
1.09,0.819,7.388,1
-0.154,0.794,3.51,1
0.937,0.466,2.135,0
-1.14,2.728,4.292,1
0.306,0.184,1.139,0
0.523,1.226,3.286,1
-0.888,-1.101,-3.123,0
-0.732,0.68,0.966,0
-0.196,0.249,1.986,0
0.251,0.391,1.608,0
-0.375,-0.61,-2.999,0
-0.535,-0.176,-2.831,0
-1.531,-0.545,-4.028,0
-1.295,2.169,2.371,0
2.654,0.07,5.823,1
0.771,0.407,0.505,0
-0.069,-0.351,-1.226,0
-0.502,0.757,-0.673,0
-1.574,0.634,-1.623,0
-1.231,-0.222,-3.248,0
0.156,-0.477,-0.133,0
-0.585,-1.197,-3.949,0
-1.193,1.586,-0.267,0
0.023,-0.421,-1.437,0
-0.019,0.384,0.699,0
-1.951,-1.103,-6.97,0
-1.909,-0.089,-4.251,0
-0.639,-1.741,-6.622,0
0.083,-0.629,0.144,0
0.332,0.403,1.555,0
-0.033,1.412,1.974,0
1.049,-1.09,-0.128,0
-0.301,1.291,2.354,0
1.287,0.198,2.177,0
0.585,0.126,3.361,1
0.731,-0.203,2.487,0
-0.444,-0.281,-0.767,0
0.632,0.676,3.873,1
-0.212,-0.43,-1.58,0
-1.111,-0.749,-4.553,0
0.424,1.733,4.142,1
1.301,1.062,5.303,1
-0.525,-0.536,-3.2,0
0.684,-0.419,2.555,0
1.129,-0.116,2.772,1
-0.3,0.654,1.712,0
-0.304,0.391,1.128,0
0.179,-0.649,0.165,0
0.34,2.88,5.293,1
-0.601,1.378,1.219,0
-1.247,-1.124,-4.585,0
0.376,0.632,3.521,1
-0.282,0.76,2.193,0
-1.178,1.597,1.249,0
0.453,-0.444,-0.223,0
0.002,-0.575,-1.033,0
0.546,-0.272,1.005,0
1.988,1.385,5.696,1
-0.431,-0.425,-3.609,0
-0.061,1.3,2.5,0
1.764,-0.267,1.211,0
-0.062,-1.65,-2.811,0
0.563,0.139,0.084,0
1.261,-0.86,0.069,0
1.394,-0.454,0.652,0
-0.579,-0.222,-1.807,0
-0.398,-1.319,-2.904,0
-0.643,1.698,3.244,1
-0.003,0.281,0.357,0
0.709,0.265,3.236,1
-0.91,1.269,1.748,0
-0.404,-1.574,-4.027,0
-1.455,1.344,0.183,0
0.231,0.131,-0.394,0
1.565,-1.494,0.228,0
-0.088,1.3,5.286,1
2.444,1.012,7.12,1
0.69,-0.329,0.478,0
-0.052,-0.754,-1.136,0
0.638,0.402,2.504,0
-0.004,0.086,0.36,0
-0.659,-1.868,-4.869,0
0.098,-0.052,-0.579,0
-1.08,0.099,-1.751,0
0.685,1.375,3.283,1
0.855,0.299,2,0
0.057,-0.744,-0.565,0
-0.61,-0.907,-2.875,0
-0.508,-0.096,-0.847,0
0.847,-0.982,0.146,0
-0.701,-1.268,-2.377,0
0.459,-0.059,-0.021,0
1.045,1.78,4.347,1
0.646,0.914,3.613,1
-0.353,0.419,-0.444,0
0.683,0.763,2.389,0
0.256,-2.217,-3.187,0
-1.002,0.264,0.549,0
1.506,-1.183,2.065,0
-0.21,-0.274,-1.085,0
1.647,-1.379,2.107,0
-0.002,1.051,4.703,1
0.08,0.641,2.274,0
0.985,-0.884,1.814,0
1.11,1.438,4.579,1
-0.64,-0.822,-3.496,0
-0.343,-0.829,-1.399,0
-0.766,0.493,0.069,0
0.364,-0.58,-0.411,0
-1.994,0.978,-1.431,0
-0.862,-0.122,-5.683,0
2.232,-0.568,2.998,1
-0.847,0.443,-1.234,0
1.786,0.874,6.286,1
-1.273,0.976,-0.653,0
0.8,-0.319,1.294,0
-0.469,0.922,1.186,0
-1.197,-0.359,-2.105,0
0.151,0.63,1.465,0
-0.811,1.095,0.301,0
2.197,-0.061,5.115,1
0.292,0.814,3.054,1
-1.435,-0.293,-4.79,0
0.691,1.33,3.271,1
1.935,-2.219,-1.677,0
1.467,0.67,6.218,1
-1.111,-1.722,-4.461,0
0.355,-0.503,0.538,0
0.306,1.662,4.142,1
-1.041,-0.743,-3.339,0
-0.039,-0.519,-1.466,0
-0.084,-3.059,-6.839,0
-0.782,-0.717,-2.439,0
-0.064,0.583,0.718,0
-1.959,0.772,-1.436,0
1.212,-1.035,1.433,0
0.674,-2.047,-1.513,0
-0.441,-0.103,-0.225,0
-0.539,-0.101,-3.655,0
0.182,-0.044,0.392,0
0.711,0.518,3.903,1
2.625,-0.922,3.692,1
-0.365,1.121,2.096,0
-0.67,-0.733,-2.803,0
0.893,1.395,2.649,1
-0.669,0.722,0.818,0
-0.021,-0.63,-2.601,0
-0.563,-0.827,-1.368,0
1.501,0.039,3.141,1
1.087,0.392,2.923,1
-0.691,0.656,0.589,0
2.05,-0.2,5.403,1
1.814,-0.94,0.56,0
-1.093,-2.242,-5.692,0
0.666,-0.025,3.485,1
0.176,-2.004,-3.214,0
-0.152,-0.181,-1.148,0
0.297,0.888,3.528,1
-1.044,2.442,2.481,0
1.635,0.035,0.593,0
0.99,1.466,4.304,1
-0.559,1.868,2.75,1
-1.703,-0.685,-6.243,0
-1.68,0.431,-1.929,0
-1.904,-1.264,-7.788,0
-0.677,-1.682,-5.596,0
0.516,0.727,1.484,0
-0.964,1.629,1.644,0
1.31,0.513,4.168,1
-0.68,0.441,-1.237,0
0.259,-1.62,-3.081,0
0.165,0.877,2.547,0
-0.233,0.878,1.614,0
0.365,0.744,3.435,1
-0.338,1.562,0.75,0
0,0.642,2.468,0
-0.962,0.62,-0.71,0
1.574,1.308,4.923,1
1.578,0.259,3.393,1
1.183,0.742,4.688,1
1.98,-0.339,4.893,1
-0.049,-0.297,0.44,0
0.927,1.068,3.369,1
1.216,0.238,3.544,1
0.208,1.286,1.556,0
-0.867,0.414,-0.905,0
-0.04,0.622,-0.248,0
-1.803,-0.403,-5.69,0
0.492,0.625,2.981,1
-0.808,1.561,1.326,0
0.811,0.219,0.069,0
0.402,0.119,1.062,0
0.773,0.774,4.153,1
-0.848,-1.209,-3.495,0
0.578,-1.188,-0.938,0
1.536,1.701,6.828,1
0.075,-1.303,-1.572,0
0.957,-0.269,2.169,0
0.526,0.245,3.511,1
0.036,0.431,-0.335,0
0.598,0.648,-0.539,0
0.208,0.51,0.721,0
0.201,0.497,2.131,0
-0.487,1.512,4.563,1
1.826,1.731,6.012,1
0.721,-0.955,-0.426,0
-1.989,0.299,-5.023,0
0.348,0.86,3.308,1
1.076,-0.489,2.053,0
-0.75,0.715,0.788,0
0.151,-1.004,-1.529,0
-1.691,1.97,-1.425,0
1.731,-0.834,4.208,1
0.367,1.346,2.64,1
-0.593,1.113,2.347,0
0.681,1.443,5.625,1
1.184,-1.775,-1.085,0
-0.878,0.215,-1.03,0
1.325,1.267,3.238,1
-0.288,-0.611,-2.396,0
0.355,-0.052,-0.144,0
-0.245,0.167,-0.419,0
-1.079,2.12,0.853,0
-1.368,-0.321,-4.01,0
1.884,0.284,4.82,1
-0.692,-0.309,-1.733,0
0.042,-0.749,-0.973,0
-1.822,-0.218,-6.202,0
-0.144,1.106,2.285,0
-0.438,0.04,-1.6,0
-0.825,0.612,0.333,0
0.223,0.207,2.199,0
-0.258,0.536,1.214,0
0.906,1.437,5.987,1
0.739,1.309,3.977,1
-1.02,-0.594,-3.564,0
-0.754,-0.216,-2.756,0
-1.226,0.084,-2.391,0
-1.017,0.539,-2.085,0
1.722,0.765,5.58,1
3,-0.079,5.688,1
2.503,0.448,6.124,1
0.47,1.883,6.075,1
1.179,0.506,5.602,1
0.403,-0.375,-0.546,0
0.503,-0.029,1.508,0
0.205,1.761,3.575,1
0.591,-0.506,-1.125,0
0.781,1.375,2.325,0
-0.481,-2.012,-4.694,0
0.68,1.221,3.496,1
1.885,-0.438,2.925,1
1.042,0.825,3.293,1
0.25,0.28,0.282,0
-0.06,0.947,1.519,0
0.287,1.102,2.563,0
-0.683,1.843,1.271,0
-1.546,-0.131,-3.943,0
1.35,1.426,4.671,1
-0.859,-0.275,-0.563,0
0.284,0.369,3.046,1
1.74,1.064,5.454,1
0.648,0.115,1.123,0
1.915,1.583,7.675,1
-1.422,-0.154,-3.13,0
-0.744,-0.343,-5.031,0
0.226,-1.427,-2.898,0
-0.057,0.945,0.509,0
0.714,-1.442,-2.719,0
1.27,-0.839,2.681,1
1.638,0.326,4.165,1
1.313,-0.466,1.291,0
-0.778,-0.897,-4.822,0
-0.011,1.324,2.299,0
0.459,1.49,2.75,1
-0.316,-1.21,-4.285,0
-0.028,-0.71,-1.527,0
-0.367,1.004,1.149,0
0.593,0.171,3.229,1
1.478,-0.261,2.874,1
-1.122,0.694,-1.107,0
0.452,1.216,3.921,1
-1.088,1.214,2.048,0
0.016,-0.484,-0.484,0
-0.275,0.229,1.052,0
-0.488,-0.771,-3.652,0
-0.112,-0.457,-1.337,0
1.716,-0.956,0.889,0
0.942,-0.927,-0.195,0
0.374,0.271,0.886,0
-0.513,-0.272,0.145,0
0.028,-1.731,-2.494,0
0.123,-1.364,-3.127,0
1.393,-0.523,0.29,0
0.546,1.653,3.782,1
0.069,0.665,2.452,0
-0.142,-0.727,-2.065,0
-1.701,-0.051,-3.359,0
-0.546,-1.294,-3.163,0
-0.37,-1.796,-3.506,0
-0.859,-0.401,-1.871,0
1.473,-0.789,-0.61,0
1.424,-1.054,1.94,0
-0.567,0.881,1.06,0
0.792,-1.466,-1.06,0
0.738,-2.048,-2.238,0
0.423,-0.875,-1.773,0
1.859,-0.768,2.946,1
-1.341,0.104,-1.493,0
0.041,1.453,4.159,1
1.318,1.323,4.952,1
-0.483,2.949,6.36,1
-0.973,1.842,1.51,0
-0.264,0.126,-0.37,0
0.877,0.107,2.744,1
0.003,0.026,-1.567,0
-1.15,0.438,-1.425,0
1,-0.379,1.758,0
0.204,0.059,0.267,0
0.912,-1.68,-1.527,0
-0.771,1.146,-0.284,0
0.767,-1.387,-0.602,0
-1.041,0.86,2.053,0
0.444,0.391,3.695,1
0.494,-2.322,-1.265,0
-1.603,0.934,-2.959,0
0.881,0.646,3.473,1
-1.531,1.074,-0.016,0
-1.037,-1.226,-4.464,0
1.266,0.932,4.164,1
-0.041,-1.359,-2.764,0
0.751,0.414,1.994,0
0.16,-0.529,-2.03,0
-2.121,0.053,-4.637,0
-1.519,-0.705,-2.373,0
-1.074,-0.138,-1.565,0
-0.49,0.742,0.293,0
0.668,1.767,5.434,1
-0.933,-1.009,-3.774,0
-0.21,-1.12,-2.895,0
0.593,-0.416,-0.413,0
-0.734,0.261,-0.915,0
1.887,0.42,5.321,1
-0.041,0.551,0.234,0
1.868,-3.018,-3.284,0
-0.285,1.048,1.417,0
-1.131,0.156,-3.122,0
2.022,0.921,4.444,1
1.433,-0.258,1.091,0
1.218,2.164,7.354,1
2.494,0.403,6.062,1
0.79,-3.507,-5.12,0
0.116,-2.232,-2.584,0
0.42,-0.867,-1.022,0
-1.741,-2.702,-8.364,0
-1.961,0.021,-3.87,0
0.432,-0.636,1.709,0
-0.502,-0.406,-1.456,0
0.799,-1.124,-0.374,0
-0.656,-1.377,-4.226,0
2.102,0.649,6.508,1
-0.137,0.427,3.155,1
-2.846,-0.127,-8.518,0
2.07,0.198,5.186,1
0.527,-1.009,-3.01,0
0.247,0.133,2.24,0
-0.562,1.307,-0.641,0
0.815,-1.117,-1.934,0
0.664,-1.4,-1.172,0
1.209,1.072,4.285,1
0.274,-0.785,-0.382,0
-0.081,-1.845,-4.422,0
0.398,1.03,1.333,0
-1.644,0.38,-1.854,0
0.331,-1.456,-3.598,0
-0.243,-0.372,-2.095,0
2.354,2.445,10.032,1
-0.217,-0.359,-0.172,0
0.495,0.181,2.77,1
-0.931,0.03,-1.417,0
-1.095,-1.099,-4.566,0
-1.499,1.2,0.225,0
-0.839,-2.093,-4.684,0
-1.649,0.213,-3.824,0
0.289,0.628,0.197,0
-0.317,-0.023,-1.81,0
-1.025,0.993,0.772,0
0.647,2.069,6.545,1
-0.07,0.898,3.994,1
-2.809,-0.293,-7.9,0
-0.999,-0.866,-2.061,0
0.413,0.916,1.483,0
-1.326,-2.509,-9.829,0
0.422,0.004,0.434,0
0.584,0.227,2.099,0
-1.105,-1.564,-4.854,0
-0.087,1.404,3.791,1
0.927,0.803,2.97,1
0.416,1.025,2.394,0
1.843,-1.449,1.27,0
0.747,0.491,2.814,1
0.385,1.323,3.653,1
-0.664,-0.875,-1.769,0
0.569,-0.882,0.065,0
-2.586,0.257,-3.246,0
0.541,-0.673,-0.827,0
-0.101,-0.111,-1.785,0
0.098,0.958,1.863,0
0.548,0.023,2.215,0
-0.239,0.394,-0.84,0
0.302,0.88,2.179,0
0.261,-0.397,-0.985,0
-0.887,1.019,0.163,0
-0.691,0.271,0.123,0
-0.677,0.21,-1.838,0
0.126,-0.225,-0.383,0
1.309,1.204,4.944,1
0,1.649,2.589,0
0.481,-1.179,-1.563,0
-0.951,-1.129,-3.731,0
0.214,0.352,2.218,0
-0.162,-1.202,-1.086,0
0.46,0.031,1.07,0
-1.067,1.698,1.796,0
0.509,1.662,4.53,1
-0.214,-0.729,-1.719,0
1.706,-0.494,2.928,1
0.193,-0.875,-2.216,0
-0.78,0.206,-2.55,0
0.534,-0.794,-2.325,0
-0.285,0.408,1.245,0
-1.05,-1.511,-5.036,0
0.262,-0.049,-0.277,0
-0.411,0.099,0.231,0
0.533,1.177,5.006,1
0.868,-1.986,-3.548,0
-0.519,0.712,0.06,0
-3.066,0.729,-4.383,0
-0.393,-0.116,-0.999,0
-1.08,0.037,-1.582,0
-0.086,0.567,0.597,0
-0.453,-0.24,-0.731,0
1.266,0.802,3.169,1
0.313,-1.204,-1.462,0
0.221,-0.963,-2.301,0
0.071,1.141,3.753,1
-1.441,0.742,-1.675,0
3.198,-1.366,5.115,1
-1.273,-1.1,-4.412,0
-0.282,-0.113,-1.31,0
-0.305,-0.797,-1.05,0
-0.171,-0.644,-0.647,0
-0.982,-0.54,-3.314,0
0.183,-0.615,-2.038,0
0.423,-0.624,0.737,0
-0.372,-0.187,-1.223,0
-1.164,1.072,-0.438,0
1.686,0.834,5.249,1
-0.612,-0.554,-1.701,0
-2.16,0.78,-4.14,0
0.186,0.192,-0.098,0
-0.007,-2.397,-4.35,0
-2.196,1.325,-2.387,0
0.297,0.702,3.155,1
-0.222,0.42,-0.455,0
3.174,0.336,8.051,1
0.229,1.86,5.04,1
-0.353,-0.313,-1.112,0
0.676,-0.139,1.093,0
-1.311,-1.964,-5.462,0
1.149,-0.863,0.382,0
1.853,-0.707,1.296,0
0.12,0.916,0.563,0
1.045,0.003,1.935,0
-0.4,0.983,1.774,0
-0.417,-1.071,-2.957,0
-0.323,1.202,1.053,0
0.192,-0.083,0.647,0
1.181,-0.157,-0.449,0
0.526,0.323,0.688,0
0.478,0.171,0.264,0
0.251,-0.74,0.836,0
0.389,0.404,2.748,1
-0.49,-1.38,-3.326,0
-0.128,-0.667,-0.572,0
-0.54,-0.037,-0.557,0
0.842,-1.633,-0.433,0
-1.244,-1.025,-6.717,0
-1.323,-0.402,-2.33,0
-0.286,0.053,1.614,0
1.06,0.139,3.351,1
2.187,-0.77,2.567,0
-1.219,0.042,-4.416,0
-0.727,-1.52,-4.524,0
-1.615,1.113,-1.105,0
1.459,-1.36,0.245,0
-0.118,1.068,1.688,0
0.71,-0.645,-1.748,0
-0.12,0.3,0.216,0
1.06,1.934,6.408,1
2.083,1.897,8.351,1
-1.701,2.086,0.29,0
0.542,-0.944,-2.023,0
-0.148,0.341,0.603,0
0.518,-0.519,-0.686,0
0.66,0.552,2.343,0
-1.413,0.614,-0.518,0
-0.411,0.316,-1.023,0
0.073,0.834,2.186,0
-0.394,1.655,1.698,0
-0.761,0.621,0.992,0
0.685,0.134,1.69,0
-0.064,-1.425,-3.199,0
0.332,-0.735,-2.574,0
-0.648,-0.295,-2.094,0
-0.281,-0.447,-2.181,0
1.493,0.294,4.291,1
-0.716,0.503,-0.388,0
0.174,-1.465,-2.114,0
0.773,0.721,3.787,1
1.026,-0.077,0.884,0
0.681,-1.134,-2.139,0
0.729,0.358,3.147,1
0.784,0.145,1.318,0
-1.816,-1.302,-4.689,0
0.046,0.935,0.666,0
0.724,-0.715,1.4,0
-0.569,0.607,2.397,0
-1.293,-0.877,-1.269,0
0.734,0.993,4.605,1
0.95,-0.21,2.656,1
0.227,-1.207,-1.265,0
-1.136,-0.316,-2.997,0
-0.391,-0.98,-3.328,0
1.814,0.164,2.964,1
2.001,-0.818,2.741,1
1.007,-0.303,2.895,1
1.081,-0.87,-0.478,0
0.809,-0.172,1.359,0
-1.608,0.14,-2.674,0
-0.178,-0.78,-1.743,0
0.37,0.228,0.948,0
0.608,-1.046,-1.161,0
-0.006,-0.095,-1.955,0
-1.86,-0.894,-4.644,0
0.705,-0.366,2.053,0
0.879,1.319,4.895,1
-0.257,0.723,1.302,0
-0.674,0.138,-1.053,0
-1.585,0.86,-3.025,0
-0.536,-0.541,-0.507,0
-2.178,-0.034,-5.12,0
1.852,1.407,6.622,1
-0.722,-0.139,-2.149,0
0.683,2.364,7.073,1
-0.423,-0.336,-0.43,0
-0.49,0.343,-0.169,0
-0.659,0.732,-0.709,0
-0.113,-2.366,-5.274,0
-0.07,-0.906,-2.752,0
0.569,0.601,2.924,1
0.144,-1.744,-3.519,0
0.742,-1.498,-1.935,0
2.072,-0.157,4.556,1
-1.927,0.148,-4.963,0
1.542,-0.414,3.25,1
1.15,0.675,4.546,1
-0.867,-0.479,-3.912,0
2.022,0.608,5.159,1
0.6,-0.509,2.394,0
-0.904,0.32,0.957,0
0.857,1.175,4.62,1
-0.345,0.701,0.9,0
-1.072,0.061,-3.299,0
-0.867,2.594,3.384,1
0.015,0.655,2.1,0
2.046,0.37,5.209,1
1.539,1.174,4.719,1
0.81,1.371,4.531,1
-0.241,-0.761,-1.886,0
0.604,0.483,4.544,1
1.554,0.112,4.24,1
-0.35,0.547,-0.64,0
-0.066,-0.156,1.896,0
2.475,0.031,6.812,1
0.096,0.454,1.412,0
-2.129,0.489,-4.18,0
-0.398,1.239,0.838,0
-1.793,0.176,-3.891,0
1.343,0.542,4.211,1
1.655,0.963,4.655,1
1.414,-1.67,-0.779,0
1.414,-0.331,1.88,0
-0.381,-0.988,-2.733,0
-0.94,-0.064,-2.532,0
-0.649,2.029,2.825,1
-0.89,1.342,0.211,0
-0.378,-0.392,-1.62,0
